icao,delivery,ground,tower,departure,approach,center
KCPM,\N,\N,\N,\N,\N,LAX_CTR
KCPR,\N,CPR_GND,CPR_TWR,\N,CPR_APP,DEN_CTR
KCRE,\N,CRE_GND,CRE_TWR,\N,MYR_APP,JAX_CTR
KCRG,CRG_DEL,CRG_GND,CRG_TWR,\N,JAX_APP,JAX_CTR
KCRP,CRP_DEL,CRP_GND,CRP_TWR,\N,CRP_APP,HOU_CTR
KCRQ,CRQ_DEL,CRQ_GND,CRQ_TWR,\N,SAN_APP,LAX_CTR
KCRS,\N,\N,\N,\N,REG_APP,FTW_CTR
KCRT,\N,\N,\N,\N,LIT_APP,MEM_CTR
KCRW,\N,\N,\N,\N,\N,IND_CTR
KCRX,\N,\N,\N,\N,MEM_APP,MEM_CTR
KCSG,\N,CSG_GND,CSG_TWR,\N,ATL_APP,ATL_CTR
KCSM,\N,\N,\N,\N,\N,FTW_CTR
KCSQ,\N,\N,\N,\N,\N,MSP_CTR
KCSV,\N,\N,\N,\N,\N,ATL_CTR
KCTY,\N,\N,\N,\N,JAX_APP,JAX_CTR
KCTZ,\N,\N,\N,\N,FAY_APP,\N
KCUB,\N,\N,\N,\N,CAE_APP,JAX_CTR
KCVG,CVG_DEL,CVG_GND,CVG_TWR,\N,CVG_APP,IND_CTR
KCVH,\N,\N,\N,\N,NCT_APP,OAK_CTR
KCVK,\N,\N,\N,\N,LIT_APP,MEM_CTR
KCVN,\N,\N,\N,\N,CVS_APP,\N
KCVO,\N,\N,\N,\N,EUG_APP,SEA_CTR
KCVS,\N,CVS_GND,CVS_TWR,\N,CVS_APP,ABQ_CTR
KCWA,\N,CWA_GND,CWA_TWR,\N,\N,MSP_CTR
KCWC,\N,\N,\N,\N,SPS_APP,FTW_CTR
KCWF,\N,\N,\N,\N,LCH_APP,HOU_CTR
KCWI,\N,\N,\N,\N,MLI_APP,CHI_CTR
KCXO,\N,CXO_GND,CXO_TWR,\N,I90_APP,HOU_CTR
KCXP,\N,\N,\N,\N,\N,OAK_CTR
KCXY,\N,\N,\N,\N,MDT_APP,\N
KCYS,\N,CYS_GND,CYS_TWR,\N,CYS_APP,DEN_CTR
KCZK,\N,\N,\N,\N,\N,SEA_CTR
KCZT,\N,\N,\N,\N,\N,HOU_CTR
KDAA,\N,DAA_GND,DAA_TWR,\N,PCT_APP,DC_CTR
KDAB,DAB_DEL,DAB_GND,DAB_TWR,\N,DAB_APP,JAX_CTR
KDAG,\N,\N,\N,\N,\N,LAX_CTR
KDAL,DAL_DEL,DAL_GND,DAL_TWR,\N,REG_APP,FTW_CTR
KDAN,\N,\N,\N,\N,\N,DC_CTR
KDAY,DAY_DEL,DAY_GND,DAY_TWR,\N,DAY_APP,IND_CTR
KDBN,\N,\N,\N,\N,ATL_APP,\N
KDBQ,\N,DBQ_GND,DBQ_TWR,\N,\N,CHI_CTR
KDCA,DCA_DEL,DCA_GND,DCA_TWR,\N,PCT_APP,DC_CTR
KDCU,\N,\N,\N,\N,HSV_APP,\N
KDEC,\N,DEC_GND,DEC_TWR,\N,CMI_APP,CHI_CTR
KDEH,\N,\N,\N,\N,\N,MSP_CTR
KDEN,\N,DEN_GND,DEN_TWR,\N,DEN_APP,DEN_CTR
KDFW,DFW_DEL,DFW_GND,DFW_TWR,\N,REG_APP,FTW_CTR
KDGL,\N,\N,\N,\N,\N,ABQ_CTR
KDGW,\N,\N,\N,\N,\N,DEN_CTR
KDHN,\N,DHN_GND,DHN_TWR,\N,OZR_APP,JAX_CTR
KDIK,\N,\N,\N,\N,RDR_APP,MSP_CTR
KDLF,\N,DLF_GND,DLF_TWR,\N,DRT_APP,HOU_CTR
KDLH,\N,DLH_GND,DLH_TWR,\N,DLH_APP,MSP_CTR
KDLN,\N,\N,\N,\N,\N,SLC_CTR
KDLS,\N,\N,\N,\N,\N,SEA_CTR
KDMA,\N,DMA_GND,DMA_TWR,TUS_DEP,TUS_APP,ABQ_CTR
KDNL,\N,\N,\N,\N,AGS_APP,\N
KDNN,\N,\N,\N,\N,CHA_APP,ATL_CTR
KDNS,\N,\N,\N,\N,\N,MSP_CTR
KDNV,\N,\N,\N,\N,CMI_APP,\N
KDOV,DOV_DEL,DOV_GND,DOV_TWR,\N,DOV_APP,DC_CTR
KDPA,DPA_DEL,DPA_GND,DPA_TWR,\N,CHI_APP,CHI_CTR
KDRA,\N,\N,\N,\N,\N,LAX_CTR
KDRI,\N,\N,\N,\N,POE_APP,\N
KDRM,\N,\N,\N,\N,\N,TOR_CTR
KDRO,\N,\N,\N,\N,\N,DEN_CTR
KDSM,DSM_DEL,DSM_GND,DSM_TWR,\N,DSM_APP,MSP_CTR
KDTL,\N,\N,\N,\N,\N,MSP_CTR
KDTS,\N,DTS_GND,DTS_TWR,\N,VPS_APP,JAX_CTR
KDTW,DTW_DEL,DTW_GND,DTW_TWR,\N,DTW_APP,CLE_CTR
KDUA,\N,\N,\N,\N,REG_APP,FTW_CTR
KDUC,\N,\N,\N,\N,FSI_APP,FTW_CTR
KDUG,\N,\N,\N,\N,PHX_APP,ABQ_CTR
KDVN,\N,\N,\N,\N,MLI_APP,CHI_CTR
KDVO,\N,\N,\N,\N,NCT_APP,OAK_CTR
KDVP,\N,\N,\N,\N,MSP_APP,MSP_CTR
KDVT,\N,\N,\N,\N,PHX_APP,ABQ_CTR
KDWH,\N,\N,\N,\N,I90_APP,HOU_CTR
KDXR,\N,DXR_GND,DXR_TWR,LGA_DEP,LGA_APP,NY_CTR
KDYL,\N,\N,\N,\N,PHL_APP,NY_CTR
KDYS,\N,DYS_GND,DYS_TWR,\N,ABI_APP,FTW_CTR
KEAN,\N,\N,\N,\N,\N,DEN_CTR
KEAR,\N,\N,\N,\N,\N,MSP_CTR
KEAT,\N,\N,\N,\N,SEA_APP,SEA_CTR
KEAU,\N,EAU_GND,EAU_TWR,\N,MSP_APP,MSP_CTR
KEBS,\N,\N,\N,\N,\N,MSP_CTR
KECG,\N,ECG_GND,ECG_TWR,\N,ORF_APP,DC_CTR
KECP,\N,ECP_GND,ECP_TWR,\N,TYN_APP,JAX_CTR
KECS,\N,\N,\N,\N,\N,DEN_CTR
KEDE,\N,\N,\N,\N,ORF_APP,DC_CTR
KEDN,\N,\N,\N,\N,OZR_APP,\N
KEDW,\N,EDW_GND,EDW_TWR,\N,EDW_APP,LAX_CTR
KEED,\N,\N,\N,\N,\N,LAX_CTR
KEEN,\N,\N,\N,\N,\N,BOS_CTR
KEFD,\N,EFD_GND,EFD_TWR,\N,I90_APP,HOU_CTR
KEFW,\N,\N,\N,\N,\N,MSP_CTR
KEGE,\N,EGE_GND,EGE_TWR,\N,\N,DEN_CTR
KEGI,\N,EGI_GND,EGI_TWR,\N,VPS_APP,JAX_CTR
KEGV,\N,\N,\N,\N,\N,MSP_CTR
KEKM,\N,\N,\N,\N,SBN_APP,CHI_CTR
KEKO,\N,\N,\N,\N,\N,SLC_CTR
KEKX,\N,\N,\N,\N,SDF_APP,\N
KELA,\N,\N,\N,\N,I90_APP,HOU_CTR
KELD,\N,\N,\N,\N,LIT_APP,\N
KELK,\N,\N,\N,\N,\N,FTW_CTR
KELM,\N,ELM_GND,ELM_TWR,\N,ELM_APP,NY_CTR
KELN,\N,\N,\N,\N,SEA_APP,SEA_CTR
KELP,ELP_DEL,ELP_GND,ELP_TWR,\N,ELP_APP,ABQ_CTR
KELY,\N,\N,\N,\N,\N,SLC_CTR
KEMM,\N,\N,\N,\N,\N,SLC_CTR
KEMT,\N,\N,\N,\N,BUR_APP,LAX_CTR
KEND,\N,\N,END_TWR,\N,\N,FTW_CTR
KENV,\N,\N,\N,\N,\N,SLC_CTR
KENW,\N,ENW_GND,ENW_TWR,\N,MKE_APP,CHI_CTR
KEOS,\N,\N,\N,\N,LIT_APP,MEM_CTR
KEPH,\N,\N,\N,\N,MWH_APP,SEA_CTR
KERI,\N,ERI_GND,ERI_TWR,\N,\N,\N
KERV,\N,\N,\N,\N,\N,HOU_CTR
KESC,\N,\N,\N,\N,\N,MSP_CTR
KESF,\N,\N,\N,\N,POE_APP,\N
KESN,\N,\N,\N,\N,PCT_APP,DC_CTR
KEST,\N,\N,\N,\N,\N,MSP_CTR
KESW,\N,\N,\N,\N,SEA_APP,SEA_CTR
KETB,\N,\N,\N,\N,MKE_APP,\N
KEUF,\N,\N,\N,\N,ATL_APP,\N
KEUG,\N,EUG_GND,EUG_TWR,\N,EUG_APP,SEA_CTR
KEVM,\N,\N,\N,\N,DLH_APP,\N
KEVV,EVV_DEL,EVV_GND,EVV_TWR,\N,EVV_APP,IND_CTR
KEVW,\N,\N,\N,\N,\N,SLC_CTR
KEWB,\N,EWB_GND,EWB_TWR,\N,PVD_APP,BOS_CTR
KEWN,\N,EWN_GND,EWN_TWR,\N,NKT_APP,DC_CTR
KEWR,EWR_DEL,EWR_GND,EWR_TWR,EWR_DEP,EWR_APP,NY_CTR
KEYW,\N,EYW_GND,EYW_TWR,\N,NQX_APP,MIA_CTR
KFAF,\N,FAF_GND,FAF_TWR,\N,ORF_APP,DC_CTR
KFAM,\N,\N,\N,\N,\N,MEM_CTR
KFAR,\N,FAR_GND,FAR_TWR,\N,FAR_APP,MSP_CTR
KFAT,FAT_DEL,FAT_GND,FAT_TWR,\N,FAT_APP,OAK_CTR
KFAY,\N,FAY_GND,FAY_TWR,\N,FAY_APP,DC_CTR
KFBG,\N,FBG_GND,FBG_TWR,\N,FAY_APP,DC_CTR
KFBL,\N,\N,\N,\N,MSP_APP,MSP_CTR
KFBY,\N,\N,\N,\N,\N,MSP_CTR
KFCH,\N,\N,\N,\N,NCT_APP,\N
KFCI,\N,\N,\N,\N,PCT_APP,DC_CTR
KFCM,\N,\N,\N,\N,MSP_APP,MSP_CTR
KFCS,\N,FCS_GND,FCS_TWR,\N,COS_APP,DEN_CTR
KFCY,\N,\N,\N,\N,MEM_APP,MEM_CTR
KFDK,\N,\N,\N,\N,PCT_APP,DC_CTR
KFDR,\N,\N,\N,\N,LTS_APP,FTW_CTR
KFDY,\N,\N,\N,\N,CMH_APP,\N
KFEP,\N,\N,\N,\N,RFD_APP,CHI_CTR
KFET,\N,\N,\N,\N,LNK_APP,MSP_CTR
KFFA,\N,\N,\N,\N,ORF_APP,DC_CTR
KFFL,\N,\N,\N,\N,\N,CHI_CTR
KFFM,\N,\N,\N,\N,\N,MSP_CTR
KFFO,\N,FFO_GND,FFO_TWR,\N,DAY_APP,IND_CTR
KFFT,\N,\N,\N,\N,LEX_APP,IND_CTR
KFFZ,\N,\N,\N,\N,PHX_APP,ABQ_CTR
KFHR,\N,\N,\N,\N,NUW_APP,SEA_CTR
KFHU,\N,FHU_GND,FHU_TWR,\N,FHU_APP,ABQ_CTR
KFKN,\N,\N,\N,\N,ORF_APP,DC_CTR
KFLD,\N,\N,\N,\N,\N,CHI_CTR
KFLG,\N,FLG_GND,FLG_TWR,PHX_DEP,PRC_APP,ABQ_CTR
KFLL,\N,FLL_GND,FLL_TWR,\N,MIA_APP,MIA_CTR
KFLP,\N,\N,\N,\N,LIT_APP,MEM_CTR
KFME,\N,\N,\N,\N,PCT_APP,DC_CTR
KFMH,\N,\N,\N,\N,\N,BOS_CTR
KFMN,\N,FMN_GND,FMN_TWR,\N,ABQ_APP,DEN_CTR
KFMY,\N,FMY_GND,FMY_TWR,\N,RSW_APP,MIA_CTR
KFNL,\N,FNL_GND,FNL_TWR,\N,DEN_APP,DEN_CTR
KFNT,FNT_DEL,FNT_GND,FNT_TWR,\N,\N,\N
KFOD,\N,\N,\N,\N,\N,MSP_CTR
KFOE,\N,\N,FOE_TWR,\N,\N,\N
KFOK,\N,\N,\N,\N,JFK_APP,\N
KFPR,\N,FPR_GND,FPR_TWR,\N,PBI_APP,MIA_CTR
KFRG,FRG_DEL,FRG_GND,FRG_TWR,\N,JFK_APP,NY_CTR
KFRH,\N,\N,\N,\N,SDF_APP,IND_CTR
KFRM,\N,\N,\N,\N,\N,MSP_CTR
KFRR,\N,\N,\N,\N,PCT_APP,DC_CTR
KFSD,\N,FSD_GND,FSD_TWR,\N,FSD_APP,MSP_CTR
KFSI,\N,FSI_GND,FSI_TWR,\N,FSI_APP,FTW_CTR
KFSK,\N,\N,\N,\N,LIT_APP,\N
KFSM,\N,\N,FSM_TWR,\N,FSM_APP,MEM_CTR
KFSU,\N,\N,\N,\N,\N,ABQ_CTR
KFSW,\N,\N,\N,\N,\N,CHI_CTR
KFTK,\N,FTK_GND,FTK_TWR,\N,SDF_APP,IND_CTR
KFTW,FTW_DEL,FTW_GND,FTW_TWR,\N,REG_APP,FTW_CTR
KFTY,\N,FTY_GND,FTY_TWR,\N,ATL_APP,ATL_CTR
KFUL,\N,\N,\N,\N,BUR_APP,LAX_CTR
KFVE,\N,\N,\N,\N,\N,BOS_CTR
KFWA,FWA_DEL,FWA_GND,FWA_TWR,\N,FWA_APP,CHI_CTR
KFXE,\N,FXE_GND,FXE_TWR,\N,MIA_APP,MIA_CTR
KFXY,\N,\N,\N,\N,\N,MSP_CTR
KFYM,\N,\N,\N,\N,HSV_APP,MEM_CTR
KFYV,\N,\N,FYV_TWR,\N,FYV_APP,MEM_CTR
KGAB,\N,\N,\N,\N,NCT_APP,\N
KGAD,\N,\N,\N,\N,BHM_APP,\N
KGAI,\N,\N,\N,\N,PCT_APP,DC_CTR
KGBG,\N,\N,\N,\N,MLI_APP,CHI_CTR
KGBR,\N,\N,\N,\N,ALB_APP,\N
KGCC,\N,\N,\N,\N,\N,DEN_CTR
KGCK,\N,\N,GCK_TWR,\N,\N,\N
KGCN,\N,GCN_GND,GCN_TWR,\N,\N,LAX_CTR
KGCY,\N,\N,\N,\N,TRI_APP,\N
KGDM,\N,\N,\N,\N,\N,BOS_CTR
KGED,\N,\N,\N,\N,DOV_APP,\N
KGEG,GEG_DEL,GEG_GND,GEG_TWR,\N,GEG_APP,SEA_CTR
KGEY,\N,\N,\N,\N,\N,SLC_CTR
KGFK,\N,GFK_GND,GFK_TWR,\N,RDR_APP,MSP_CTR
KGFL,\N,\N,\N,\N,ALB_APP,BOS_CTR
KGGE,\N,\N,\N,\N,MYR_APP,\N
KGGG,\N,GGG_GND,GGG_TWR,\N,GGG_APP,FTW_CTR
KGGW,\N,\N,\N,\N,\N,SLC_CTR
KGHM,\N,\N,\N,\N,\N,MEM_CTR
KGIF,\N,\N,\N,\N,TPA_APP,\N
KGJT,\N,GJT_GND,GJT_TWR,\N,GJT_APP,DEN_CTR
KGKT,\N,\N,\N,\N,TYS_APP,ATL_CTR
KGLD,\N,\N,\N,\N,\N,DEN_CTR
KGLE,\N,\N,\N,\N,REG_APP,FTW_CTR
KGLH,\N,\N,GLH_TWR,\N,\N,MEM_CTR
KGLR,\N,\N,\N,\N,\N,MSP_CTR
KGLS,\N,GLS_GND,GLS_TWR,\N,I90_APP,HOU_CTR
KGLW,\N,\N,\N,\N,\N,MEM_CTR
KGMU,\N,GMU_GND,GMU_TWR,\N,GSP_APP,ATL_CTR
KGNG,\N,\N,\N,\N,\N,SLC_CTR
KGNV,\N,GNV_GND,GNV_TWR,\N,JAX_APP,JAX_CTR
KGOK,\N,\N,\N,\N,OKC_APP,FTW_CTR
KGON,\N,GON_GND,GON_TWR,\N,PVD_APP,BOS_CTR
KGPI,\N,GPI_GND,GPI_TWR,\N,GTF_APP,SLC_CTR
KGPT,\N,GPT_GND,GPT_TWR,\N,GPT_APP,HOU_CTR
KGPZ,\N,\N,\N,\N,\N,MSP_CTR
KGQQ,\N,\N,\N,\N,CMH_APP,\N
KGRB,GRB_DEL,GRB_GND,GRB_TWR,\N,GRB_APP,MSP_CTR
KGRD,\N,\N,\N,\N,GSP_APP,\N
KGRF,\N,GRF_GND,GRF_TWR,\N,SEA_APP,SEA_CTR
KGRI,\N,GRI_GND,GRI_TWR,\N,\N,MSP_CTR
KGRK,GRK_DEL,GRK_GND,GRK_TWR,\N,GRK_APP,FTW_CTR
KGRN,\N,\N,\N,\N,\N,DEN_CTR
KGRR,GRR_DEL,GRR_GND,GRR_TWR,\N,AZO_APP,CHI_CTR
KGSB,\N,GSB_GND,GSB_TWR,\N,GSB_APP,DC_CTR
KGSH,\N,\N,\N,\N,SBN_APP,\N
KGSO,GSO_DEL,GSO_GND,GSO_TWR,\N,GSO_APP,ATL_CTR
KGSP,\N,GSP_GND,GSP_TWR,\N,GSP_APP,ATL_CTR
KGTF,\N,GTF_GND,GTF_TWR,\N,GTF_APP,SLC_CTR
KGTG,\N,\N,\N,\N,MSP_APP,MSP_CTR
KGTR,\N,\N,GTR_TWR,\N,CBM_APP,MEM_CTR
KGUC,\N,\N,\N,\N,\N,DEN_CTR
KGUS,\N,GUS_GND,GUS_TWR,\N,GUS_APP,CHI_CTR
KGVE,\N,\N,\N,\N,PCT_APP,DC_CTR
KGVL,\N,\N,\N,\N,ATL_APP,ATL_CTR
KGVT,\N,\N,\N,\N,REG_APP,FTW_CTR
KGWO,\N,\N,GWO_TWR,\N,\N,MEM_CTR
KGWS,\N,\N,\N,\N,DEN_APP,DEN_CTR
KGXY,\N,\N,\N,\N,DEN_APP,DEN_CTR
KGYH,\N,\N,\N,\N,GSP_APP,\N
KGYI,\N,GYI_GND,GYI_TWR,\N,REG_APP,FTW_CTR
KGYR,\N,\N,\N,\N,PHX_APP,ABQ_CTR
KHAB,\N,\N,\N,\N,\N,MEM_CTR
KHAF,\N,\N,\N,\N,NCT_APP,OAK_CTR
KHAI,\N,\N,\N,\N,\N,CHI_CTR
KHAO,\N,\N,\N,\N,CVG_APP,IND_CTR
KHBG,\N,\N,\N,\N,\N,HOU_CTR
KHBR,\N,\N,\N,\N,LTS_APP,FTW_CTR
KHDE,\N,\N,\N,\N,\N,DEN_CTR
KHDN,\N,\N,\N,\N,DEN_APP,DEN_CTR
KHEE,\N,\N,\N,\N,MEM_APP,MEM_CTR
KHEF,\N,HEF_GND,HEF_TWR,\N,PCT_APP,DC_CTR
KHEZ,\N,\N,\N,\N,\N,HOU_CTR
KHFD,\N,HFD_GND,HFD_TWR,\N,BDL_APP,BOS_CTR
KHFF,\N,\N,\N,\N,FAY_APP,\N
KHGR,\N,\N,\N,\N,PCT_APP,DC_CTR
KHHR,\N,HHR_GND,HHR_TWR,LAX_DEP,BUR_APP,LAX_CTR
KHHW,\N,\N,\N,\N,REG_APP,\N
KHIB,\N,\N,\N,\N,MSP_APP,MSP_CTR
KHIE,\N,\N,\N,\N,\N,BOS_CTR
KHIF,\N,\N,\N,\N,SLC_APP,SLC_CTR
KHII,\N,\N,\N,\N,\N,LAX_CTR
KHIO,\N,HIO_GND,HIO_TWR,\N,PDX_APP,SEA_CTR
KHKA,\N,\N,\N,\N,MEM_APP,MEM_CTR
KHKS,\N,\N,\N,\N,JAN_APP,\N
KHKY,\N,HKY_GND,HKY_TWR,\N,\N,ATL_CTR
KHLB,\N,\N,\N,\N,\N,IND_CTR
KHLG,\N,HLG_GND,HLG_TWR,\N,PIT_APP,\N
KHLN,\N,HLN_GND,HLN_TWR,\N,HLN_APP,SLC_CTR
KHLR,\N,\N,\N,\N,GRK_APP,\N
KHMN,\N,HMN_GND,HMN_TWR,HMN_DEP,HMN_APP,ABQ_CTR
KHMT,\N,\N,\N,\N,RIV_APP,LAX_CTR
KHNB,\N,\N,\N,\N,SDF_APP,\N
KHND,\N,\N,\N,\N,LAS_APP,LAX_CTR
KHOB,\N,HOB_GND,HOB_TWR,\N,\N,FTW_CTR
KHON,\N,\N,\N,\N,\N,MSP_CTR
KHOT,\N,\N,\N,\N,LIT_APP,MEM_CTR
KHOU,HOU_DEL,HOU_GND,HOU_TWR,\N,I90_APP,HOU_CTR
KHPN,HPN_DEL,HPN_GND,HPN_TWR,LGA_DEP,LGA_APP,NY_CTR
KHPT,\N,\N,\N,\N,\N,MSP_CTR
KHPY,\N,\N,\N,\N,I90_APP,HOU_CTR
KHQM,\N,\N,\N,\N,SEA_APP,SEA_CTR
KHRL,\N,HRL_GND,HRL_TWR,\N,VLY_APP,HOU_CTR
KHRO,\N,\N,\N,\N,LIT_APP,MEM_CTR
KHSE,\N,\N,\N,\N,ORF_APP,DC_CTR
KHSI,\N,\N,\N,\N,\N,MSP_CTR
KHSP,\N,\N,\N,\N,\N,DC_CTR
KHST,\N,HST_GND,HST_TWR,\N,MIA_APP,MIA_CTR
KHSV,HSV_DEL,HSV_GND,HSV_TWR,\N,HSV_APP,\N
KHTH,\N,\N,\N,\N,NCT_APP,OAK_CTR
KHTL,\N,\N,\N,\N,\N,MSP_CTR
KHTS,HTS_DEL,HTS_GND,HTS_TWR,\N,HTS_APP,IND_CTR
KHTW,\N,\N,\N,\N,CMH_APP,IND_CTR
KHUA,\N,\N,\N,\N,HSV_APP,\N
KHUL,\N,\N,\N,\N,\N,BOS_CTR
KHUM,\N,\N,\N,\N,MSY_APP,HOU_CTR
KHUT,\N,\N,HUT_TWR,\N,\N,\N
KHVN,\N,HVN_GND,HVN_TWR,\N,JFK_APP,NY_CTR
KHVS,\N,\N,\N,\N,SSC_APP,\N
KHWD,\N,\N,\N,\N,NCT_APP,OAK_CTR
KHWO,\N,\N,\N,\N,MIA_APP,MIA_CTR
KHWV,\N,\N,\N,\N,JFK_APP,\N
KHXD,HXD_DEL,HXD_GND,HXD_TWR,\N,SAV_APP,JAX_CTR
KHYA,HYA_DEL,HYA_GND,HYA_TWR,\N,ACK_APP,BOS_CTR
KHYR,\N,\N,\N,\N,MSP_APP,MSP_CTR
KHZL,\N,\N,\N,\N,AVP_APP,NY_CTR
KIAB,\N,\N,IAB_TWR,\N,\N,\N
KIAD,IAD_DEL,IAD_GND,IAD_TWR,\N,PCT_APP,DC_CTR
KIAG,\N,IAG_GND,IAG_TWR,\N,\N,\N
KIAH,IAH_DEL,IAH_GND,IAH_TWR,\N,I90_APP,HOU_CTR
KICL,\N,\N,\N,\N,\N,MSP_CTR
KICT,\N,\N,ICT_TWR,\N,\N,\N
KIDA,\N,IDA_GND,IDA_TWR,\N,\N,SLC_CTR
KIDG,\N,\N,\N,\N,\N,MSP_CTR
KIDI,\N,\N,\N,\N,PIT_APP,\N
KIEN,\N,\N,\N,\N,\N,DEN_CTR
KIFP,\N,IFP_GND,IFP_TWR,\N,\N,LAX_CTR
KIGM,\N,\N,\N,\N,\N,LAX_CTR
KIKK,\N,\N,\N,\N,\N,CHI_CTR
KILE,\N,\N,\N,\N,GRK_APP,\N
KILG,ILG_DEL,ILG_GND,ILG_TWR,\N,PHL_APP,NY_CTR
KILM,\N,ILM_GND,ILM_TWR,\N,ILM_APP,DC_CTR
KILN,ILN_DEL,ILN_GND,ILN_TWR,\N,DAY_APP,IND_CTR
KIML,\N,\N,\N,\N,DEN_APP,DEN_CTR
KIMM,\N,\N,\N,\N,RSW_APP,MIA_CTR
KIMS,\N,\N,\N,\N,SDF_APP,IND_CTR
KIMT,\N,\N,\N,\N,\N,MSP_CTR
KIND,IND_DEL,IND_GND,IND_TWR,IND_DEP,\N,IND_CTR
KINK,\N,\N,\N,\N,\N,FTW_CTR
KINL,\N,\N,\N,\N,\N,MSP_CTR
KINS,\N,\N,\N,\N,\N,LAX_CTR
KINT,\N,INT_GND,INT_TWR,\N,GSO_APP,ATL_CTR
KINW,\N,\N,\N,\N,PHX_APP,\N
KIOW,\N,\N,\N,\N,CID_APP,CHI_CTR
KIPL,\N,\N,\N,\N,NYL_APP,LAX_CTR
KIPT,\N,IPT_GND,IPT_TWR,\N,\N,NY_CTR
KIRS,\N,\N,\N,\N,\N,CHI_CTR
KISM,\N,ISM_GND,ISM_TWR,\N,MCO_APP,JAX_CTR
KISO,\N,ISO_GND,ISO_TWR,\N,GSB_APP,DC_CTR
KISP,ISP_DEL,ISP_GND,ISP_TWR,\N,JFK_APP,NY_CTR
KISQ,\N,\N,\N,\N,GRB_APP,\N
KISW,\N,\N,\N,\N,\N,MSP_CTR
KITH,\N,ITH_GND,ITH_TWR,\N,ELM_APP,NY_CTR
KIWA,IWA_DEL,IWA_GND,IWA_TWR,PHX_DEP,PHX_APP,ABQ_CTR
KIWD,\N,\N,\N,\N,MSP_APP,MSP_CTR
KIWI,\N,\N,\N,\N,\N,BOS_CTR
KIWS,\N,\N,\N,\N,I90_APP,HOU_CTR
KIYK,\N,\N,\N,\N,EDW_APP,LAX_CTR
KIZA,\N,\N,\N,\N,SBA_APP,LAX_CTR
KIZG,\N,\N,\N,\N,PDX_APP,BOS_CTR
KJAC,\N,JAC_GND,JAC_TWR,\N,\N,SLC_CTR
KJAN,\N,JAN_GND,JAN_TWR,\N,JAN_APP,MEM_CTR
KJAS,\N,\N,\N,\N,\N,HOU_CTR
KJAX,JAX_DEL,JA_GND,JAX_TWR,\N,JAX_APP,JAX_CTR
KJBR,\N,\N,\N,\N,MEM_APP,MEM_CTR
KJCT,\N,\N,\N,\N,\N,HOU_CTR
KJEF,\N,\N,\N,\N,LIT_APP,\N
KJFK,JFK_DEL,JFK_GND,JFK_TWR,JFK_DEP,JFK_APP,NY_CTR
KJKA,\N,\N,\N,\N,PNS_APP,\N
KJLN,\N,\N,JLN_TWR,\N,LIT_APP,\N
KJMS,\N,\N,\N,\N,\N,MSP_CTR
KJOT,\N,\N,\N,\N,CHI_APP,CHI_CTR
KJQF,JQF_DEL,JQF_GND,JQF_TWR,\N,CLT_APP,ATL_CTR
KJSO,\N,\N,\N,\N,GGG_APP,\N
KJST,\N,JST_GND,JST_TWR,\N,PIT_APP,\N
KJVL,\N,\N,\N,\N,RFD_APP,CHI_CTR
KJXN,\N,JXN_GND,JXN_TWR,\N,\N,\N
KKIC,\N,\N,\N,\N,NCT_APP,\N
KKLS,\N,\N,\N,\N,SEA_APP,SEA_CTR
KKNB,\N,\N,\N,\N,\N,LAX_CTR
KLAA,\N,\N,\N,\N,\N,DEN_CTR
KLAF,\N,LAF_GND,LAF_TWR,\N,GUS_APP,CHI_CTR
KLAL,\N,LAL_GND,LAL_TWR,\N,TPA_APP,MIA_CTR
KLAN,LAN_DEL,LAN_GND,LAN_TWR,\N,\N,\N
KLAR,\N,\N,\N,\N,DEN_APP,DEN_CTR
KLAS,LAS_DEL,LAS_GND,LAS_TWR,\N,LAS_APP,LAX_CTR
KLAW,\N,LAW_GND,LAW_TWR,\N,FSI_APP,FTW_CTR
KLAX,\N,LAX_GND,LAX_TWR,LAX_DEP,SCT_APP,LAX_CTR
KLBB,LBB_DEL,LBB_GND,LBB_TWR,\N,LBB_APP,FTW_CTR
KLBE,\N,LBE_GND,LBE_TWR,\N,PIT_APP,\N
KLBF,\N,\N,\N,\N,\N,DEN_CTR
KLBT,\N,\N,\N,\N,FAY_APP,\N
KLBX,\N,\N,\N,\N,I90_APP,HOU_CTR
KLCH,LCH_DEL,LCH_GND,LCH_TWR,\N,LCH_APP,HOU_CTR
KLCI,\N,\N,\N,\N,ACK_APP,BOS_CTR
KLCK,\N,LCK_GND,LCK_TWR,\N,CMH_APP,IND_CTR
KLCQ,\N,\N,\N,\N,JAX_APP,JAX_CTR
KLDJ,\N,\N,\N,\N,JFK_APP,NY_CTR
KLDM,\N,\N,\N,\N,\N,MSP_CTR
KLEB,\N,LEB_GND,LEB_TWR,\N,ACK_APP,BOS_CTR
KLEE,\N,LEE_GND,LEE_TWR,\N,MCO_APP,JAX_CTR
KLEM,\N,\N,\N,\N,\N,MSP_CTR
KLEW,\N,\N,\N,\N,PDX_APP,BOS_CTR
KLEX,LEX_DEL,LEX_GND,LEX_TWR,\N,LEX_APP,IND_CTR
KLFI,\N,LFI_GND,LFI_TWR,\N,ORF_APP,DC_CTR
KLFK,\N,\N,\N,\N,\N,HOU_CTR
KLFT,LFT_DEL,LFT_GND,LFT_TWR,\N,LFT_APP,HOU_CTR
