"icao","delivery","ground","tower","departure","approach","center"
"GOOY",\N,\N,\N,\N,\N,\N
"GOSS",\N,\N,\N,\N,\N,\N
"GOTT",\N,\N,\N,\N,\N,\N
"GQNA",\N,\N,\N,\N,\N,\N
"GQND",\N,\N,\N,\N,\N,\N
"GQNF",\N,\N,\N,\N,\N,\N
"GQNI",\N,\N,\N,\N,\N,\N
"GQNK",\N,\N,\N,\N,\N,\N
"GQNO",\N,\N,\N,\N,\N,\N
"GQPA",\N,\N,\N,\N,\N,\N
"GQPP",\N,\N,\N,\N,\N,\N
"GQPT",\N,\N,\N,\N,\N,\N
"GR-0001",\N,\N,\N,\N,\N,\N
"GR-0096",\N,\N,\N,\N,\N,\N
"GR-0097",\N,\N,\N,\N,\N,\N
"GUCY",\N,\N,\N,\N,\N,\N
"GUFA",\N,\N,\N,\N,\N,\N
"GUFH",\N,\N,\N,\N,\N,\N
"GULB",\N,\N,\N,\N,\N,\N
"GVAC",\N,\N,\N,\N,\N,\N
"GVBA",\N,\N,\N,\N,\N,\N
"GVNP",\N,\N,"GVNP_TWR",\N,"GVSC_APP","GVSC_CTR"
"GVSV",\N,\N,"GVSV_TWR",\N,"GVSC_APP","GVSC_CTR"
"HAAB",\N,\N,\N,\N,\N,\N
"HAAL",\N,\N,\N,\N,\N,\N
"HAAX",\N,\N,\N,\N,\N,\N
"HABD",\N,\N,\N,\N,\N,\N
"HADR",\N,\N,\N,\N,\N,\N
"HAGM",\N,\N,\N,\N,\N,\N
"HAGN",\N,\N,\N,\N,\N,\N
"HAGO",\N,\N,\N,\N,\N,\N
"HAJM",\N,\N,\N,\N,\N,\N
"HAMK",\N,\N,\N,\N,\N,\N
"HASO",\N,\N,\N,\N,\N,\N
"HBBA",\N,\N,\N,\N,\N,\N
"HCMI",\N,\N,\N,\N,\N,\N
"HCMK",\N,\N,\N,\N,\N,\N
"HCMM",\N,\N,\N,\N,\N,\N
"HCMW",\N,\N,\N,\N,\N,\N
"HDAM",\N,\N,\N,\N,\N,\N
"HDCH",\N,\N,\N,\N,\N,\N
"HE11",\N,\N,\N,\N,\N,\N
"HE33",\N,\N,\N,\N,\N,\N
"HEAL",\N,\N,\N,\N,\N,\N
"HEAR",\N,\N,\N,\N,\N,\N
"HEAT",\N,\N,\N,\N,\N,\N
"HEAZ",\N,\N,\N,\N,\N,\N
"HEBA",\N,\N,\N,\N,\N,\N
"HEBL",\N,\N,\N,\N,\N,\N
"HEBS",\N,\N,\N,\N,\N,\N
"HECA",\N,"HECA_GND","HECA_TWR",\N,"HECA_APP",\N
"HECP",\N,\N,\N,\N,\N,\N
"HECW",\N,\N,\N,\N,\N,\N
"HEDK",\N,\N,\N,\N,\N,\N
"HEGN",\N,\N,\N,\N,\N,\N
"HEGO",\N,\N,\N,\N,\N,\N
"HEGR",\N,\N,\N,\N,\N,\N
"HEGS",\N,\N,\N,\N,\N,\N
"HEIS",\N,\N,\N,\N,\N,\N
"HEKG",\N,\N,\N,\N,\N,\N
"HELX",\N,\N,\N,\N,\N,\N
"HEMA",\N,\N,\N,\N,\N,\N
"HEMM",\N,\N,\N,\N,\N,\N
"HEOC",\N,\N,\N,\N,\N,\N
"HEOW",\N,\N,\N,\N,\N,\N
"HEPS",\N,\N,\N,\N,\N,\N
"HESC",\N,\N,\N,\N,\N,\N
"HESH",\N,\N,\N,\N,\N,\N
"HESN",\N,\N,\N,\N,\N,\N
"HETB",\N,\N,\N,\N,\N,\N
"HETR",\N,\N,\N,\N,\N,\N
"HHAS",\N,\N,\N,\N,\N,\N
"HHMS",\N,\N,\N,\N,\N,\N
"HHSB",\N,\N,\N,\N,\N,\N
"HI01",\N,\N,\N,\N,\N,\N
"HJJJ",\N,\N,\N,\N,\N,\N
"HK-0099",\N,\N,\N,\N,\N,\N
"HKEL",\N,\N,\N,\N,\N,\N
"HKJK",\N,\N,\N,\N,\N,\N
"HKKI",\N,\N,\N,\N,\N,\N
"HKLK",\N,\N,\N,\N,\N,\N
"HKMO",\N,\N,\N,\N,\N,\N
"HKNK",\N,\N,\N,\N,\N,\N
"HKNW",\N,\N,\N,\N,\N,\N
"HKRE",\N,\N,\N,\N,\N,\N
"HKWJ",\N,\N,\N,\N,\N,\N
"HLGD",\N,\N,\N,\N,\N,\N
"HLGT",\N,\N,\N,\N,\N,\N
"HLKF",\N,\N,\N,\N,\N,\N
"HLLB",\N,\N,\N,\N,\N,\N
"HLLM",\N,\N,\N,\N,\N,\N
"HLLQ",\N,\N,\N,\N,\N,\N
"HLLS",\N,\N,\N,\N,\N,\N
"HLTD",\N,\N,\N,\N,\N,\N
"HLZW",\N,\N,\N,\N,\N,\N
"HR-0033",\N,\N,\N,\N,\N,\N
"HR-0034",\N,\N,\N,\N,\N,\N
"HRYG",\N,\N,\N,\N,\N,\N
"HRYR",\N,\N,\N,\N,\N,\N
"HRZA",\N,\N,\N,\N,\N,\N
"HSDN",\N,\N,\N,\N,\N,\N
"HSDZ",\N,\N,\N,\N,\N,\N
"HSFA",\N,\N,\N,\N,\N,\N
"HSFS",\N,\N,\N,\N,\N,\N
"HSKA",\N,\N,\N,\N,\N,\N
"HSLI",\N,\N,\N,\N,\N,\N
"HSMK",\N,\N,\N,\N,\N,\N
"HSMN",\N,\N,\N,\N,\N,\N
"HSNN",\N,\N,\N,\N,\N,\N
"HSOB",\N,\N,\N,\N,\N,\N
"HSPN",\N,\N,\N,\N,\N,\N
"HSSK",\N,\N,\N,\N,\N,\N
"HSSM",\N,\N,\N,\N,\N,\N
"HSWW",\N,\N,\N,\N,\N,\N
"HTAR",\N,\N,\N,\N,\N,\N
"HTDA",\N,\N,\N,\N,\N,\N
"HTDO",\N,\N,\N,\N,\N,\N
"HTIR",\N,\N,\N,\N,\N,\N
"HTKJ",\N,\N,\N,\N,\N,\N
"HTMT",\N,\N,\N,\N,\N,\N
"HTMW",\N,\N,\N,\N,\N,\N
"HTPE",\N,\N,\N,\N,\N,\N
"HTTG",\N,\N,\N,\N,\N,\N
"HTZA",\N,\N,\N,\N,\N,\N
"HU-0002",\N,\N,\N,\N,\N,\N
"HU-0006",\N,\N,\N,\N,\N,\N
"HU-0029",\N,\N,\N,\N,\N,\N
"HU-0033",\N,\N,\N,\N,\N,\N
"HU-0077",\N,\N,\N,\N,\N,\N
"HUEN",\N,\N,\N,\N,\N,\N
"HUGU",\N,\N,\N,\N,\N,\N
"HUSO",\N,\N,\N,\N,\N,\N
"I19",\N,\N,\N,\N,\N,\N
"ID-0121",\N,\N,\N,\N,\N,\N
"ID-0176",\N,\N,\N,\N,\N,\N
"ID-0273",\N,\N,\N,\N,\N,\N
"ID-0319",\N,\N,\N,\N,\N,\N
"ID-0320",\N,\N,\N,\N,\N,\N
"ID-0328",\N,\N,\N,\N,\N,\N
"ID-0339",\N,\N,\N,\N,\N,\N
"ID-0340",\N,\N,\N,\N,\N,\N
"ID-0341",\N,\N,\N,\N,\N,\N
"ID92",\N,\N,\N,\N,\N,\N
"IE-0084",\N,\N,\N,\N,\N,\N
"II32",\N,\N,\N,\N,\N,\N
"IL-0007",\N,\N,\N,\N,\N,\N
"IL-0021",\N,\N,\N,\N,\N,\N
"IL-0022",\N,\N,\N,\N,\N,\N
"IL-0023",\N,\N,\N,\N,\N,\N
"IN-0011",\N,\N,\N,\N,\N,\N
"IN-0013",\N,\N,\N,\N,\N,\N
"IN-0024",\N,\N,\N,\N,\N,\N
"IN-0025",\N,\N,\N,\N,\N,\N
"IN-0062",\N,\N,\N,\N,\N,\N
"IN-0069",\N,\N,\N,\N,\N,\N
"IN-0071",\N,\N,\N,\N,\N,\N
"IN-0072",\N,\N,\N,\N,\N,\N
"IN-0074",\N,\N,\N,\N,\N,\N
"IN-0363",\N,\N,\N,\N,\N,\N
"IR-0174",\N,\N,\N,\N,\N,\N
"IR-0175",\N,\N,\N,\N,\N,\N
"IS-0005",\N,\N,\N,\N,\N,\N
"IT-0001",\N,\N,\N,\N,\N,\N
"IT-0002",\N,\N,\N,\N,\N,\N
"IT-0004",\N,\N,\N,\N,\N,\N
"IT-0009",\N,\N,\N,\N,\N,\N
"IT-0014",\N,\N,\N,\N,\N,\N
"IT-0016",\N,\N,\N,\N,\N,\N
"IT-0017",\N,\N,\N,\N,\N,\N
"IT-0019",\N,\N,\N,\N,\N,\N
"IT-0020",\N,\N,\N,\N,\N,\N
"IT-0021",\N,\N,\N,\N,\N,\N
"IT-0022",\N,\N,\N,\N,\N,\N
"IT-0023",\N,\N,\N,\N,\N,\N
"IT-0024",\N,\N,\N,\N,\N,\N
"IT-0025",\N,\N,\N,\N,\N,\N
"IT-0028",\N,\N,\N,\N,\N,\N
"IT-0030",\N,\N,\N,\N,\N,\N
"IT-0031",\N,\N,\N,\N,\N,\N
"IT-0032",\N,\N,\N,\N,\N,\N
"IT-0043",\N,\N,\N,\N,\N,\N
"IT-0045",\N,\N,\N,\N,\N,\N
"IT-0048",\N,\N,\N,\N,\N,\N
"IT-0055",\N,\N,\N,\N,\N,\N
"IT-0058",\N,\N,\N,\N,\N,\N
"IT-0065",\N,\N,\N,\N,\N,\N
"IT-0071",\N,\N,\N,\N,\N,\N
"IT-0073",\N,\N,\N,\N,\N,\N
"IT-0074",\N,\N,\N,\N,\N,\N
"IT-0076",\N,\N,\N,\N,\N,\N
"IT-0087",\N,\N,\N,\N,\N,\N
"IT-0090",\N,\N,\N,\N,\N,\N
"IT-0093",\N,\N,\N,\N,\N,\N
"IT-0099",\N,\N,\N,\N,\N,\N
"IT-0113",\N,\N,\N,\N,\N,\N
"IT-0117",\N,\N,\N,\N,\N,\N
"IT-0118",\N,\N,\N,\N,\N,\N
"IT-0136",\N,\N,\N,\N,\N,\N
"IT-0146",\N,\N,\N,\N,\N,\N
"IT-0156",\N,\N,\N,\N,\N,\N
"IT-0157",\N,\N,\N,\N,\N,\N
"IT-0181",\N,\N,\N,\N,\N,\N
"IT-0189",\N,\N,\N,\N,\N,\N
"IT-0190",\N,\N,\N,\N,\N,\N
"IT-0191",\N,\N,\N,\N,\N,\N
"IT-0194",\N,\N,\N,\N,\N,\N
"IT-0195",\N,\N,\N,\N,\N,\N
"IT-0200",\N,\N,\N,\N,\N,\N
"IT-0203",\N,\N,\N,\N,\N,\N
"IT-0204",\N,\N,\N,\N,\N,\N
"IT-0206",\N,\N,\N,\N,\N,\N
"IT-0211",\N,\N,\N,\N,\N,\N
"IT-0221",\N,\N,\N,\N,\N,\N
"IT-0222",\N,\N,\N,\N,\N,\N
"IT-0224",\N,\N,\N,\N,\N,\N
"IT-0225",\N,\N,\N,\N,\N,\N
"IT-0226",\N,\N,\N,\N,\N,\N
"IT-0228",\N,\N,\N,\N,\N,\N
"IT-0229",\N,\N,\N,\N,\N,\N
"IT-0230",\N,\N,\N,\N,\N,\N
"IT-0231",\N,\N,\N,\N,\N,\N
"IT-0232",\N,\N,\N,\N,\N,\N
"IT-0236",\N,\N,\N,\N,\N,\N
"IT-0241",\N,\N,\N,\N,\N,\N
"IT-0242",\N,\N,\N,\N,\N,\N
"IT-0245",\N,\N,\N,\N,\N,\N
"IT-0255",\N,\N,\N,\N,\N,\N
"IT-0256",\N,\N,\N,\N,\N,\N
"IT-0258",\N,\N,\N,\N,\N,\N
"IT-0259",\N,\N,\N,\N,\N,\N
"IT-0262",\N,\N,\N,\N,\N,\N
"IT-0265",\N,\N,\N,\N,\N,\N
"IT-0266",\N,\N,\N,\N,\N,\N
"IT-0267",\N,\N,\N,\N,\N,\N
"IT-0278",\N,\N,\N,\N,\N,\N
"IT-0280",\N,\N,\N,\N,\N,\N
"IT-0372",\N,\N,\N,\N,\N,\N
"IT-0379",\N,\N,\N,\N,\N,\N
"IT-0426",\N,\N,\N,\N,\N,\N
"IT-0472",\N,\N,\N,\N,\N,\N
"IT-0476",\N,\N,\N,\N,\N,\N
"IT-0538",\N,\N,\N,\N,\N,\N
"IT-0709",\N,\N,\N,\N,\N,\N
"IT-0716",\N,\N,\N,\N,\N,\N
"IT-0717",\N,\N,\N,\N,\N,\N
"IT-0720",\N,\N,\N,\N,\N,\N
"IT-0721",\N,\N,\N,\N,\N,\N
"IT-0756",\N,\N,\N,\N,\N,\N
"IT-0757",\N,\N,\N,\N,\N,\N
"IT-0802",\N,\N,\N,\N,\N,\N
"JP-3590",\N,\N,\N,\N,\N,\N
"K00C",\N,\N,\N,\N,\N,\N
"K00F",\N,\N,\N,\N,\N,\N
"K00M",\N,\N,\N,\N,\N,\N
"K00R",\N,\N,\N,\N,\N,\N
"K00V",\N,\N,\N,\N,\N,\N
"K01G",\N,\N,\N,\N,\N,\N
"K01M",\N,\N,\N,\N,\N,\N
"K02A",\N,\N,\N,\N,\N,\N
"K02C",\N,\N,\N,\N,\N,\N
"K02G",\N,\N,\N,\N,\N,\N
"K03B",\N,\N,\N,\N,\N,\N
"K03D",\N,\N,\N,\N,\N,\N
"K04A",\N,\N,\N,\N,\N,\N
"K04G",\N,\N,\N,\N,\N,\N
"K04M",\N,\N,\N,\N,\N,\N
"K04Y",\N,\N,\N,\N,\N,\N
"K05C",\N,\N,\N,\N,\N,\N
"K05D",\N,\N,\N,\N,\N,\N
"K05U",\N,\N,\N,\N,\N,\N
"K06A",\N,\N,\N,\N,\N,\N
"K06C",\N,\N,\N,\N,\N,\N
"K06D",\N,\N,\N,\N,\N,\N
"K06M",\N,\N,\N,\N,\N,\N
"K06U",\N,\N,\N,\N,\N,\N
"K07",\N,\N,\N,\N,\N,\N
"K07A",\N,\N,\N,\N,\N,\N
"K07F",\N,\N,\N,\N,\N,\N
"K07R",\N,\N,\N,\N,\N,\N
"K07V",\N,\N,\N,\N,\N,\N
"K08A",\N,\N,\N,\N,\N,\N
"K08C",\N,\N,\N,\N,\N,\N
"K08D",\N,\N,\N,\N,\N,\N
"K08K",\N,\N,\N,\N,\N,\N
"K08M",\N,\N,\N,\N,\N,\N
"K09A",\N,\N,\N,\N,\N,\N
"K09J",\N,\N,\N,\N,\N,\N
"K09K",\N,\N,\N,\N,\N,\N
"K09M",\N,\N,\N,\N,\N,\N
"K09R",\N,\N,\N,\N,\N,\N
"K0A3",\N,\N,\N,\N,\N,\N
"K0A4",\N,\N,\N,\N,\N,\N
"K0A7",\N,\N,\N,\N,\N,\N
"K0A8",\N,\N,\N,\N,\N,\N
"K0A9",\N,\N,\N,\N,\N,\N
"K0B1",\N,\N,\N,\N,\N,\N
"K0B4",\N,\N,\N,\N,\N,\N
"K0B5",\N,\N,\N,\N,\N,\N
"K0B8",\N,\N,\N,\N,\N,\N
"K0C0",\N,\N,\N,\N,\N,\N
"K0C4",\N,\N,\N,\N,\N,\N
"K0D8",\N,\N,\N,\N,\N,\N
"K0E0",\N,\N,\N,\N,\N,\N
"K0E8",\N,\N,\N,\N,\N,\N
"K0F2",\N,\N,\N,\N,\N,\N
"K0F4",\N,\N,\N,\N,\N,\N
"K0F7",\N,\N,\N,\N,\N,\N
"K0F9",\N,\N,\N,\N,\N,\N
"K0G3",\N,\N,\N,\N,\N,\N
"K0G6",\N,\N,\N,\N,\N,\N
"K0G7",\N,\N,\N,\N,\N,\N
"K0H1",\N,\N,\N,\N,\N,\N
"K0I8",\N,\N,\N,\N,\N,\N
"K0J4",\N,\N,\N,\N,\N,\N
"K0J6",\N,\N,\N,\N,\N,\N
"K0J9",\N,\N,\N,\N,\N,\N
"K0K7",\N,\N,\N,\N,\N,\N
"K0L7",\N,\N,\N,\N,\N,\N
"K0L9",\N,\N,\N,\N,\N,\N
"K0M0",\N,\N,\N,\N,\N,\N
"K0M2",\N,\N,\N,\N,\N,\N
"K0M3",\N,\N,\N,\N,\N,\N
"K0M4",\N,\N,\N,\N,\N,\N
"K0M5",\N,\N,\N,\N,\N,\N
"K0M8",\N,\N,\N,\N,\N,\N
"K0M9",\N,\N,\N,\N,\N,\N
"K0O2",\N,\N,\N,\N,\N,\N
"K0Q5",\N,\N,\N,\N,\N,\N
"K0R0",\N,\N,\N,\N,\N,\N
"K0R1",\N,\N,\N,\N,\N,\N
"K0R3",\N,\N,\N,\N,\N,\N
"K0R4",\N,\N,\N,\N,\N,\N
"K0R5",\N,\N,\N,\N,\N,\N
"K0R6",\N,\N,\N,\N,\N,\N
"K0S0",\N,\N,\N,\N,\N,\N
"K0S7",\N,\N,\N,\N,\N,\N
"K0S9",\N,\N,\N,\N,\N,\N
"K0V3",\N,\N,\N,\N,\N,\N
"K0V4",\N,\N,\N,\N,\N,\N
"K0V7",\N,\N,\N,\N,\N,\N
"K0VG",\N,\N,\N,\N,\N,\N
"K0W3",\N,\N,\N,\N,\N,\N
"K10C",\N,\N,\N,\N,\N,\N
"K10G",\N,\N,\N,\N,\N,\N
"K10U",\N,\N,\N,\N,\N,\N
"K11A",\N,\N,\N,\N,\N,\N
"K11R",\N,\N,\N,\N,\N,\N
"K11V",\N,\N,\N,\N,\N,\N
"K12D",\N,\N,\N,\N,\N,\N
"K12G",\N,\N,\N,\N,\N,\N
"K12J",\N,\N,\N,\N,\N,\N
"K12K",\N,\N,\N,\N,\N,\N
"K12N",\N,\N,\N,\N,\N,\N
"K12V",\N,\N,\N,\N,\N,\N
"K12Y",\N,\N,\N,\N,\N,\N
"K13C",\N,\N,\N,\N,\N,\N
"K13K",\N,\N,\N,\N,\N,\N
"K14A",\N,\N,\N,\N,\N,\N
"K14F",\N,\N,\N,\N,\N,\N
"K14G",\N,\N,\N,\N,\N,\N
"K14J",\N,\N,\N,\N,\N,\N
"K14M",\N,\N,\N,\N,\N,\N
"K14Y",\N,\N,\N,\N,\N,\N
"K15F",\N,\N,\N,\N,\N,\N
"K15J",\N,\N,\N,\N,\N,\N
"K15M",\N,\N,\N,\N,\N,\N
"K16D",\N,\N,\N,\N,\N,\N
"K16G",\N,\N,\N,\N,\N,\N
"K16J",\N,\N,\N,\N,\N,\N
"K17G",\N,\N,\N,\N,\N,\N
"K17J",\N,\N,\N,\N,\N,\N
"K17K",\N,\N,\N,\N,\N,\N
"K17M",\N,\N,\N,\N,\N,\N
"K17N",\N,\N,\N,\N,\N,\N
"K17V",\N,\N,\N,\N,\N,\N
"K18A",\N,\N,\N,\N,\N,\N
"K18I",\N,\N,\N,\N,\N,\N
"K18V",\N,\N,\N,\N,\N,\N
"K19A",\N,\N,\N,\N,\N,\N
"K19M",\N,\N,\N,\N,\N,\N
"K19N",\N,\N,\N,\N,\N,\N
"K19S",\N,\N,\N,\N,\N,\N
"K1A0",\N,\N,\N,\N,\N,\N
"K1A3",\N,\N,\N,\N,\N,\N
"K1A5",\N,\N,\N,\N,\N,\N
"K1A6",\N,\N,\N,\N,\N,\N
"K1A7",\N,\N,\N,\N,\N,\N
"K1A9",\N,\N,\N,\N,\N,\N
"K1B0",\N,\N,\N,\N,\N,\N
"K1B1",\N,\N,\N,\N,\N,\N
"K1B2",\N,\N,\N,\N,\N,\N
"K1B6",\N,\N,\N,\N,\N,\N
"K1B9",\N,\N,\N,\N,\N,\N
"K1C1",\N,\N,\N,\N,\N,\N
"K1C5",\N,\N,\N,\N,\N,\N
"K1D1",\N,\N,\N,\N,\N,\N
"K1D3",\N,\N,\N,\N,\N,\N
"K1D7",\N,\N,\N,\N,\N,\N
"K1D8",\N,\N,\N,\N,\N,\N
"K1F0",\N,\N,\N,\N,\N,\N
"K1F4",\N,\N,\N,\N,\N,\N
"K1F5",\N,\N,\N,\N,\N,\N
"K1G0",\N,\N,\N,\N,\N,\N
"K1G1",\N,\N,\N,\N,\N,\N
"K1G3",\N,\N,\N,\N,\N,\N
"K1G4",\N,\N,\N,\N,\N,\N
"K1G5",\N,\N,\N,\N,\N,\N
"K1H0",\N,\N,\N,\N,\N,\N
"K1H2",\N,\N,\N,\N,\N,\N
"K1H5",\N,\N,\N,\N,\N,\N
"K1H8",\N,\N,\N,\N,\N,\N
"K1I5",\N,\N,\N,\N,\N,\N
"K1J0",\N,\N,\N,\N,\N,\N
"K1K2",\N,\N,\N,\N,\N,\N
"K1K4",\N,\N,\N,\N,\N,\N
"K1K7",\N,\N,\N,\N,\N,\N
"K1K9",\N,\N,\N,\N,\N,\N
"K1L0",\N,\N,\N,\N,\N,\N
"K1L1",\N,\N,\N,\N,\N,\N
"K1L3",\N,\N,\N,\N,\N,\N
"K1L7",\N,\N,\N,\N,\N,\N
"K1L8",\N,\N,\N,\N,\N,\N
"K1L9",\N,\N,\N,\N,\N,\N
"K1M2",\N,\N,\N,\N,\N,\N
"K1M4",\N,\N,\N,\N,\N,\N
"K1M5",\N,\N,\N,\N,\N,\N
"K1M9",\N,\N,\N,\N,\N,\N
"K1MO",\N,\N,\N,\N,\N,\N
"K1N1",\N,\N,\N,\N,\N,\N
"K1N7",\N,\N,\N,\N,\N,\N
"K1O1",\N,\N,\N,\N,\N,\N
"K1O2",\N,\N,\N,\N,\N,\N
"K1O3",\N,\N,\N,\N,\N,\N
"K1O4",\N,\N,\N,\N,\N,\N
"K1O5",\N,\N,\N,\N,\N,\N
"K1O8",\N,\N,\N,\N,\N,\N
"K1Q2",\N,\N,\N,\N,\N,\N
"K1Q4",\N,\N,\N,\N,\N,\N
"K1R1",\N,\N,\N,\N,\N,\N
"K1R4",\N,\N,\N,\N,\N,\N
"K1R7",\N,\N,\N,\N,\N,\N
"K1R8",\N,\N,\N,\N,\N,\N
"K1S3",\N,\N,\N,\N,\N,\N
"K1S5",\N,\N,\N,\N,\N,\N
"K1S9",\N,\N,\N,\N,\N,\N
"K1T7",\N,\N,\N,\N,\N,\N
"K1U2",\N,\N,\N,\N,\N,\N
"K1U7",\N,\N,\N,\N,\N,\N
"K1V0",\N,\N,\N,\N,\N,\N
"K1V2",\N,\N,\N,\N,\N,\N
"K1V6",\N,\N,\N,\N,\N,\N
"K1V8",\N,\N,\N,\N,\N,\N
"K1X1",\N,\N,\N,\N,\N,\N
"K20A",\N,\N,\N,\N,\N,\N
"K20M",\N,\N,\N,\N,\N,\N
"K20N",\N,\N,\N,\N,\N,\N
"K20R",\N,\N,\N,\N,\N,\N
"K20U",\N,\N,\N,\N,\N,\N
"K20V",\N,\N,\N,\N,\N,\N
"K21D",\N,\N,\N,\N,\N,\N
"K21F",\N,\N,\N,\N,\N,\N
"K22F",\N,\N,\N,\N,\N,\N
"K22I",\N,\N,\N,\N,\N,\N
"K22M",\N,\N,\N,\N,\N,\N
"K22N",\N,\N,\N,\N,\N,\N
"K22S",\N,\N,\N,\N,\N,\N
"K23M",\N,\N,\N,\N,\N,\N
"K23R",\N,\N,\N,\N,\N,\N
"K24F",\N,\N,\N,\N,\N,\N
"K24J",\N,\N,\N,\N,\N,\N
"K24N",\N,\N,\N,\N,\N,\N
"K24R",\N,\N,\N,\N,\N,\N
"K25D",\N,\N,\N,\N,\N,\N
"K25J",\N,\N,\N,\N,\N,\N
"K25M",\N,\N,\N,\N,\N,\N
"K26A",\N,\N,\N,\N,\N,\N
"K26R",\N,\N,\N,\N,\N,\N
"K26U",\N,\N,\N,\N,\N,\N
"K27A",\N,\N,\N,\N,\N,\N
"K27K",\N,\N,\N,\N,\N,\N
"K27R",\N,\N,\N,\N,\N,\N
"K28J",\N,\N,\N,\N,\N,\N
"K29D",\N,\N,\N,\N,\N,\N
"K29S",\N,\N,\N,\N,\N,\N
"K2A0",\N,\N,\N,\N,\N,\N
"K2A1",\N,\N,\N,\N,\N,\N
"K2A2",\N,\N,\N,\N,\N,\N
"K2A5",\N,\N,\N,\N,\N,\N
"K2A6",\N,\N,\N,\N,\N,\N
"K2B3",\N,\N,\N,\N,\N,\N
"K2B7",\N,\N,\N,\N,\N,\N
"K2C8",\N,\N,\N,\N,\N,\N
"K2CB",\N,\N,\N,\N,\N,\N
"K2D5",\N,\N,\N,\N,\N,\N
"K2E3",\N,\N,\N,\N,\N,\N
"K2E5",\N,\N,\N,\N,\N,\N
"K2E7",\N,\N,\N,\N,\N,\N
"K2F0",\N,\N,\N,\N,\N,\N
"K2F1",\N,\N,\N,\N,\N,\N
"K2F4",\N,\N,\N,\N,\N,\N
"K2F5",\N,\N,\N,\N,\N,\N
"K2F7",\N,\N,\N,\N,\N,\N
"K2G1",\N,\N,\N,\N,\N,\N
"K2G2",\N,\N,\N,\N,\N,\N
"K2G4",\N,\N,\N,\N,\N,\N
"K2G9",\N,\N,\N,\N,\N,\N
"K2GC",\N,\N,\N,\N,\N,\N
"K2H0",\N,\N,\N,\N,\N,\N
"K2H2",\N,\N,\N,\N,\N,\N
"K2H9",\N,\N,\N,\N,\N,\N
"K2I0",\N,\N,\N,\N,\N,\N
"K2I3",\N,\N,\N,\N,\N,\N
"K2IS",\N,\N,\N,\N,\N,\N
"K2J2",\N,\N,\N,\N,\N,\N
"K2J3",\N,\N,\N,\N,\N,\N
"K2J5",\N,\N,\N,\N,\N,\N
"K2K3",\N,\N,\N,\N,\N,\N
"K2K4",\N,\N,\N,\N,\N,\N
"K2K7",\N,\N,\N,\N,\N,\N
"K2K9",\N,\N,\N,\N,\N,\N
"K2L0",\N,\N,\N,\N,\N,\N
"K2M0",\N,\N,\N,\N,\N,\N
"K2M2",\N,\N,\N,\N,\N,\N
"K2M4",\N,\N,\N,\N,\N,\N
"K2M8",\N,\N,\N,\N,\N,\N
"K2MO",\N,\N,\N,\N,\N,\N
"K2O1",\N,\N,\N,\N,\N,\N
"K2O3",\N,\N,\N,\N,\N,\N
"K2O6",\N,\N,\N,\N,\N,\N
"K2O7",\N,\N,\N,\N,\N,\N
"K2O8",\N,\N,\N,\N,\N,\N
"K2R0",\N,\N,\N,\N,\N,\N
"K2R1",\N,\N,\N,\N,\N,\N
"K2R2",\N,\N,\N,\N,\N,\N
"K2R4",\N,\N,\N,\N,\N,\N
"K2R5",\N,\N,\N,\N,\N,\N
"K2R6",\N,\N,\N,\N,\N,\N
"K2R7",\N,\N,\N,\N,\N,\N
"K2R9",\N,\N,\N,\N,\N,\N
"K2RR",\N,\N,\N,\N,\N,\N
"K2S4",\N,\N,\N,\N,\N,\N
"K2S7",\N,\N,\N,\N,\N,\N
"K2S8",\N,\N,\N,\N,\N,\N
"K2S9",\N,\N,\N,\N,\N,\N
"K2T1",\N,\N,\N,\N,\N,\N
"K2V5",\N,\N,\N,\N,\N,\N
"K2V6",\N,\N,\N,\N,\N,\N
"K2W5",\N,\N,\N,\N,\N,\N
"K2W6",\N,\N,\N,\N,\N,\N
"K2Y4",\N,\N,\N,\N,\N,\N
"K30K",\N,\N,\N,\N,\N,\N
"K32A",\N,\N,\N,\N,\N,\N
"K32S",\N,\N,\N,\N,\N,\N
"K33J",\N,\N,\N,\N,\N,\N
"K33K",\N,\N,\N,\N,\N,\N
"K33M",\N,\N,\N,\N,\N,\N
"K33N",\N,\N,\N,\N,\N,\N
"K33R",\N,\N,\N,\N,\N,\N
"K33S",\N,\N,\N,\N,\N,\N
"K33U",\N,\N,\N,\N,\N,\N
"K33V",\N,\N,\N,\N,\N,\N
"K34M",\N,\N,\N,\N,\N,\N
"K34R",\N,\N,\N,\N,\N,\N
"K35A",\N,\N,\N,\N,\N,\N
"K35D",\N,\N,\N,\N,\N,\N
"K35S",\N,\N,\N,\N,\N,\N
"K36K",\N,\N,\N,\N,\N,\N
"K36S",\N,\N,\N,\N,\N,\N
"K37F",\N,\N,\N,\N,\N,\N
"K37K",\N,\N,\N,\N,\N,\N
"K37T",\N,\N,\N,\N,\N,\N
"K37V",\N,\N,\N,\N,\N,\N
"K38D",\N,\N,\N,\N,\N,\N
"K38J",\N,\N,\N,\N,\N,\N
"K38S",\N,\N,\N,\N,\N,\N
"K38U",\N,\N,\N,\N,\N,\N
"K39N",\N,\N,\N,\N,\N,\N
"K3A2",\N,\N,\N,\N,\N,\N
"K3A4",\N,\N,\N,\N,\N,\N
"K3A7",\N,\N,\N,\N,\N,\N
