"icao","delivery","ground","tower","departure","approach","center"
"PAEN",\N,\N,\N,\N,\N,\N
"PAFA",\N,\N,\N,\N,\N,\N
"PAFB",\N,\N,\N,\N,\N,\N
"PAFE",\N,\N,\N,\N,\N,\N
"PAFM",\N,\N,\N,\N,\N,\N
"PAFR",\N,\N,\N,\N,\N,\N
"PAGA",\N,\N,\N,\N,\N,"ANC_CTR"
"PAGH",\N,\N,\N,\N,\N,\N
"PAGK",\N,\N,\N,\N,\N,\N
"PAGM",\N,\N,\N,\N,\N,\N
"PAGS",\N,\N,\N,\N,\N,\N
"PAHL",\N,\N,\N,\N,\N,"ANC_CTR"
"PAHN",\N,\N,\N,\N,\N,\N
"PAHO",\N,\N,\N,\N,\N,\N
"PAHP",\N,\N,\N,\N,\N,\N
"PAII",\N,\N,\N,\N,\N,\N
"PAIK",\N,\N,\N,\N,\N,\N
"PAIL",\N,\N,\N,\N,\N,\N
"PAIM",\N,\N,\N,\N,\N,\N
"PAJN",\N,\N,\N,\N,\N,\N
"PAKN",\N,\N,\N,\N,\N,\N
"PAKP",\N,\N,\N,\N,\N,\N
"PAKT",\N,\N,\N,\N,\N,"ANC_CTR"
"PAKW",\N,\N,\N,\N,\N,\N
"PALU",\N,\N,\N,\N,\N,\N
"PAMH",\N,\N,\N,\N,\N,\N
"PAMR",\N,\N,\N,\N,\N,\N
"PAMY",\N,\N,\N,\N,\N,\N
"PANC","ANC_DEL","ANC_GND","ANC_TWR",\N,\N,\N
"PANN",\N,\N,\N,\N,\N,\N
"PANT",\N,\N,\N,\N,\N,\N
"PANU",\N,\N,\N,\N,\N,\N
"PANV",\N,\N,\N,\N,\N,\N
"PAOM",\N,\N,\N,\N,\N,"ANC_CTR"
"PAOO",\N,\N,\N,\N,\N,\N
"PAOR",\N,\N,\N,\N,\N,"ANC_CTR"
"PAOT",\N,\N,\N,\N,\N,"ANC_CTR"
"PAPB",\N,\N,\N,\N,\N,\N
"PAPC",\N,\N,\N,\N,\N,\N
"PAPG",\N,\N,\N,\N,\N,"ANC_CTR"
"PAPH",\N,\N,\N,\N,\N,\N
"PAPK",\N,\N,\N,\N,\N,\N
"PAPM",\N,\N,\N,\N,\N,\N
"PAQT",\N,\N,\N,\N,\N,\N
"PARC",\N,\N,\N,\N,\N,\N
"PARY",\N,\N,\N,\N,\N,\N
"PASA",\N,\N,\N,\N,\N,\N
"PASC",\N,\N,\N,\N,\N,\N
"PASD",\N,\N,\N,\N,\N,\N
"PASH",\N,\N,\N,\N,\N,\N
"PASI",\N,\N,\N,\N,\N,"ANC_CTR"
"PASK",\N,\N,\N,\N,\N,\N
"PASM",\N,\N,\N,\N,\N,\N
"PASN",\N,\N,\N,\N,\N,\N
"PASV",\N,\N,\N,\N,\N,\N
"PASX",\N,\N,\N,\N,\N,\N
"PASY",\N,\N,\N,\N,\N,\N
"PATG",\N,\N,\N,\N,\N,\N
"PATK",\N,\N,\N,\N,\N,\N
"PATL",\N,\N,\N,\N,\N,\N
"PATQ",\N,\N,\N,\N,\N,\N
"PAUN",\N,\N,\N,\N,\N,"ANC_CTR"
"PAVD",\N,\N,\N,\N,\N,"ANC_CTR"
"PAVL",\N,\N,\N,\N,\N,\N
"PAWD",\N,\N,\N,\N,\N,\N
"PAWG",\N,\N,\N,\N,\N,"ANC_CTR"
"PAWI",\N,\N,\N,\N,\N,\N
"PAWN",\N,\N,\N,\N,\N,\N
"PAWS",\N,\N,\N,\N,\N,\N
"PAWT",\N,\N,\N,\N,\N,\N
"PE-0035",\N,\N,\N,\N,\N,\N
"PFYU",\N,\N,\N,\N,\N,"ANC_CTR"
"PGRO",\N,\N,\N,\N,\N,\N
"PGSN",\N,"GSN_GND","GSN_TWR",\N,\N,\N
"PGUA","UAM_DEL","UAM_GND","UAM_TWR",\N,\N,\N
"PGUM",\N,"GUM_GND","GUM_TWR",\N,\N,\N
"PGWT",\N,\N,\N,\N,\N,\N
"PH-0005",\N,\N,\N,\N,\N,\N
"PH-0096",\N,\N,\N,\N,\N,\N
"PH-0107",\N,\N,\N,\N,\N,\N
"PH-0416",\N,\N,\N,\N,\N,\N
"PH-0681",\N,\N,\N,\N,\N,\N
"PH-0682",\N,\N,\N,\N,\N,\N
"PH-0683",\N,\N,\N,\N,\N,\N
"PH-0687",\N,\N,\N,\N,\N,\N
"PHBK",\N,"BKH_GND","BKH_TWR",\N,\N,\N
"PHDH",\N,\N,\N,\N,\N,\N
"PHHI",\N,"HHI_GND","HHI_TWR",\N,"HNL_APP",\N
"PHHN",\N,\N,\N,\N,\N,\N
"PHJH",\N,\N,\N,\N,\N,\N
"PHJR","JRF_DEL","JRF_GND","JRF_TWR",\N,"HNL_APP",\N
"PHKO","KOA_DEL","KOA_GND","KOA_TWR",\N,\N,\N
"PHLI",\N,"LIH_GND","LIH_TWR",\N,\N,\N
"PHMK",\N,"MKK_GND","MKK_TWR",\N,\N,\N
"PHMU",\N,\N,\N,\N,\N,\N
"PHNG",\N,\N,"NGF_TWR",\N,"NGF_APP",\N
"PHNL","HNL_DEL","HNL_GND","HNL_TWR",\N,"HNL_APP",\N
"PHNY",\N,\N,\N,\N,\N,\N
"PHOG","OGG_DEL","OGG_GND","OGG_TWR",\N,"OGG_APP",\N
"PHSF",\N,"BSF_GND","BSF_TWR",\N,\N,\N
"PHTO",\N,"ITO_GND","ITO_TWR",\N,"ITO_APP",\N
"PHUP",\N,\N,\N,\N,\N,\N
"PKMA",\N,\N,\N,\N,\N,\N
"PKMJ",\N,\N,\N,\N,\N,\N
"PKRO",\N,\N,\N,\N,\N,\N
"PKWA",\N,"KWA_GND","KWA_TWR",\N,\N,\N
"PL-0001",\N,\N,\N,\N,\N,\N
"PL-0002",\N,\N,\N,\N,\N,\N
"PL-0076",\N,\N,\N,\N,\N,\N
"PL-0083",\N,\N,\N,\N,\N,\N
"PL-0120",\N,\N,\N,\N,\N,\N
"PL-0264",\N,\N,\N,\N,\N,\N
"PL-0265",\N,\N,\N,\N,\N,\N
"PLCH",\N,\N,\N,\N,\N,\N
"PMDY",\N,\N,\N,\N,\N,\N
"PPIZ",\N,\N,\N,\N,\N,\N
"PR-0009",\N,\N,\N,\N,\N,\N
"PT-0017",\N,\N,\N,\N,\N,\N
"PT-0021",\N,\N,\N,\N,\N,\N
"PT-0022",\N,\N,\N,\N,\N,\N
"PT-0023",\N,\N,\N,\N,\N,\N
"PT-0024",\N,\N,\N,\N,\N,\N
"PT-0031",\N,\N,\N,\N,\N,\N
"PT-0032",\N,\N,\N,\N,\N,\N
"PT-0041",\N,\N,\N,\N,\N,\N
"PT-0117",\N,\N,\N,\N,\N,\N
"PT-0130",\N,\N,\N,\N,\N,\N
"PT-0157",\N,\N,\N,\N,\N,\N
"PTKK",\N,\N,\N,\N,\N,\N
"PTPN",\N,\N,\N,\N,\N,\N
"PTRO",\N,\N,\N,\N,\N,\N
"PTSA",\N,\N,\N,\N,\N,\N
"PTYA",\N,\N,\N,\N,\N,\N
"PWAK",\N,\N,\N,\N,\N,\N
"QJP",\N,\N,\N,\N,\N,\N
"RCAY",\N,\N,\N,\N,\N,\N
"RCBS",\N,"RCBS_GND","RCBS_TWR",\N,"RCKH_APP",\N
"RCDC",\N,\N,"RCDC_TWR",\N,"RCKH_APP","TPE_CTR"
"RCDI",\N,\N,\N,\N,\N,\N
"RCFG",\N,\N,"RCFG_TWR",\N,"RCTP_APP",\N
"RCFN",\N,"RCFN_GND","RCFN_TWR",\N,"RCKH_APP",\N
"RCGI",\N,\N,\N,\N,\N,\N
"RCKH","RCKH_DEL","RCKH_GND","RCKH_TWR",\N,"RCKH_APP","TPE_CTR"
"RCKU",\N,"RCKU_GND","RCKU_TWR",\N,"RCKH_APP",\N
"RCKW",\N,\N,"RCKW_TWR",\N,"RCKH_APP","TPE_CTR"
"RCLY",\N,\N,\N,\N,\N,\N
"RCMQ",\N,"RCMQ_GND","RCMQ_TWR",\N,"RCTP_APP",\N
"RCMT",\N,\N,"RCMT_TWR",\N,"RCTP_APP",\N
"RCNN",\N,"RCNN_GND","RCNN_TWR",\N,"RCKH_APP",\N
"RCPO",\N,\N,\N,\N,"RCTP_APP","TPE_CTR"
"RCQC",\N,"RCQC_GND","RCQC_TWR",\N,"RCKH_APP",\N
"RCQS",\N,\N,\N,\N,"RCKH_APP",\N
"RCSQ",\N,\N,\N,\N,"RCKH_APP","TPE_CTR"
"RCSS","RCSS_DEL","RCSS_GND","RCSS_TWR",\N,"RCTP_APP","TPE_CTR"
"RCTP","RCTP_DEL","RCTP_GND","RCTP_TWR",\N,"RCTP_APP","TPE_CTR"
"RCWA",\N,\N,\N,\N,\N,\N
"RCYU",\N,"RCYU_GND","RCYU_TWR",\N,"RCTP_APP",\N
"RJAA",\N,\N,\N,\N,\N,\N
"RJAF",\N,\N,\N,\N,\N,\N
"RJAH",\N,\N,\N,\N,\N,\N
"RJAM",\N,\N,\N,\N,\N,\N
"RJAW",\N,\N,\N,\N,\N,\N
"RJBB",\N,\N,\N,\N,\N,\N
"RJBD",\N,\N,\N,\N,\N,\N
"RJBE",\N,\N,\N,\N,\N,\N
"RJBH",\N,\N,\N,\N,\N,\N
"RJBK",\N,\N,\N,\N,\N,\N
"RJBT",\N,\N,\N,\N,\N,\N
"RJCA",\N,\N,\N,\N,\N,\N
"RJCB",\N,\N,\N,\N,\N,\N
"RJCC",\N,\N,\N,\N,\N,\N
"RJCH",\N,\N,\N,\N,\N,\N
"RJCJ",\N,\N,\N,\N,\N,\N
"RJCK",\N,\N,\N,\N,\N,\N
"RJCM",\N,\N,\N,\N,\N,\N
"RJCN",\N,\N,\N,\N,\N,\N
"RJCO",\N,\N,\N,\N,\N,\N
"RJCT",\N,\N,\N,\N,\N,\N
"RJCW",\N,\N,\N,\N,\N,\N
"RJDA",\N,\N,\N,\N,\N,\N
"RJDB",\N,\N,\N,\N,\N,\N
"RJDC",\N,\N,\N,\N,\N,\N
"RJDT",\N,\N,\N,\N,\N,\N
"RJEB",\N,\N,\N,\N,\N,\N
"RJEC",\N,\N,\N,\N,\N,\N
"RJEO",\N,\N,\N,\N,\N,\N
"RJER",\N,\N,\N,\N,\N,\N
"RJFA",\N,\N,\N,\N,\N,\N
"RJFC",\N,\N,\N,\N,\N,\N
"RJFE",\N,\N,\N,\N,\N,\N
"RJFF",\N,\N,\N,\N,\N,\N
"RJFG",\N,\N,\N,\N,\N,\N
"RJFK",\N,\N,\N,\N,\N,\N
"RJFM",\N,\N,\N,\N,\N,\N
"RJFN",\N,\N,\N,\N,\N,\N
"RJFO",\N,\N,\N,\N,\N,\N
"RJFR",\N,\N,\N,\N,\N,\N
"RJFS",\N,\N,\N,\N,\N,\N
"RJFT",\N,\N,\N,\N,\N,\N
"RJFU",\N,\N,\N,\N,\N,\N
"RJFY",\N,\N,\N,\N,\N,\N
"RJFZ",\N,\N,\N,\N,\N,\N
"RJGG",\N,\N,\N,\N,\N,\N
"RJKA",\N,\N,\N,\N,\N,\N
"RJKB",\N,\N,\N,\N,\N,\N
"RJKI",\N,\N,\N,\N,\N,\N
"RJKN",\N,\N,\N,\N,\N,\N
"RJNA",\N,\N,\N,\N,\N,\N
"RJNF",\N,\N,\N,\N,\N,\N
"RJNG",\N,\N,\N,\N,\N,\N
"RJNH",\N,\N,\N,\N,\N,\N
"RJNK",\N,\N,\N,\N,\N,\N
"RJNO",\N,\N,\N,\N,\N,\N
"RJNT",\N,\N,\N,\N,\N,\N
"RJNW",\N,\N,\N,\N,\N,\N
"RJNY",\N,\N,\N,\N,\N,\N
"RJOA",\N,\N,\N,\N,\N,\N
"RJOB",\N,\N,\N,\N,\N,\N
"RJOC",\N,\N,\N,\N,\N,\N
"RJOF",\N,\N,\N,\N,\N,\N
"RJOH",\N,\N,\N,\N,\N,\N
"RJOI",\N,\N,\N,\N,\N,\N
"RJOK",\N,\N,\N,\N,\N,\N
"RJOM",\N,\N,\N,\N,\N,\N
"RJOO",\N,\N,\N,\N,\N,\N
"RJOR",\N,\N,\N,\N,\N,\N
"RJOS",\N,\N,\N,\N,\N,\N
"RJOT",\N,\N,\N,\N,\N,\N
"RJOW",\N,\N,\N,\N,\N,\N
"RJOY",\N,\N,\N,\N,\N,\N
"RJOZ",\N,\N,\N,\N,\N,\N
"RJSA",\N,\N,\N,\N,\N,\N
"RJSC",\N,\N,\N,\N,\N,\N
"RJSD",\N,\N,\N,\N,\N,\N
"RJSF",\N,\N,\N,\N,\N,\N
"RJSH",\N,\N,\N,\N,\N,\N
"RJSI",\N,\N,\N,\N,\N,\N
"RJSK",\N,\N,\N,\N,\N,\N
"RJSM",\N,\N,\N,\N,\N,\N
"RJSN",\N,\N,\N,\N,\N,\N
"RJSR",\N,\N,\N,\N,\N,\N
"RJSS",\N,\N,\N,\N,\N,\N
"RJST",\N,\N,\N,\N,\N,\N
"RJSY",\N,\N,\N,\N,\N,\N
"RJTA",\N,\N,\N,\N,\N,\N
"RJTE",\N,\N,\N,\N,\N,\N
"RJTH",\N,\N,\N,\N,\N,\N
"RJTJ",\N,\N,\N,\N,\N,\N
"RJTK",\N,\N,\N,\N,\N,\N
"RJTL",\N,\N,\N,\N,\N,\N
"RJTO",\N,\N,\N,\N,\N,\N
"RJTQ",\N,\N,\N,\N,\N,\N
"RJTR",\N,\N,\N,\N,\N,\N
"RJTT",\N,\N,\N,\N,\N,\N
"RJTU",\N,\N,\N,\N,\N,\N
"RJTY",\N,\N,\N,\N,\N,\N
"RK13",\N,\N,\N,\N,\N,\N
"RK14",\N,\N,\N,\N,\N,\N
"RK15",\N,\N,\N,\N,\N,\N
"RK16",\N,\N,\N,\N,\N,\N
"RK17",\N,\N,\N,\N,\N,\N
"RK18",\N,\N,\N,\N,\N,\N
"RK19",\N,\N,\N,\N,\N,\N
"RK21",\N,\N,\N,\N,\N,\N
"RK22",\N,\N,\N,\N,\N,\N
"RK27",\N,\N,\N,\N,\N,\N
"RK28",\N,\N,\N,\N,\N,\N
"RK31",\N,\N,\N,\N,\N,\N
"RK32",\N,\N,\N,\N,\N,\N
"RK41",\N,\N,\N,\N,\N,\N
"RK42",\N,\N,\N,\N,\N,\N
"RK48",\N,\N,\N,\N,\N,\N
"RK52",\N,\N,\N,\N,\N,\N
"RK82",\N,\N,\N,\N,\N,\N
"RKJJ",\N,\N,\N,\N,\N,\N
"RKJK",\N,\N,\N,\N,\N,\N
"RKJM",\N,\N,\N,\N,\N,\N
"RKJU",\N,\N,\N,\N,\N,\N
"RKJY",\N,\N,\N,\N,\N,\N
"RKNN",\N,\N,\N,\N,\N,\N
"RKNW",\N,\N,\N,\N,\N,\N
"RKNY",\N,\N,\N,\N,\N,\N
"RKPC",\N,\N,\N,\N,"RKPC_APP","RKRR_CTR"
"RKPD",\N,\N,\N,\N,\N,\N
"RKPE",\N,\N,\N,\N,\N,\N
"RKPK",\N,\N,\N,\N,"RKPK_APP","RKRR_CTR"
"RKPS",\N,\N,\N,\N,\N,\N
"RKPU",\N,\N,\N,\N,\N,\N
"RKRA",\N,\N,\N,\N,\N,\N
"RKRB",\N,\N,\N,\N,\N,\N
"RKRG",\N,\N,\N,\N,\N,\N
"RKRK",\N,\N,\N,\N,\N,\N
"RKRN",\N,\N,\N,\N,\N,\N
"RKRP",\N,\N,\N,\N,\N,\N
"RKSG",\N,\N,\N,\N,\N,\N
"RKSI",\N,\N,\N,\N,"RKSS_APP","RKRR_CTR"
"RKSM",\N,\N,\N,\N,\N,\N
"RKSO",\N,\N,\N,\N,\N,\N
"RKSS",\N,\N,\N,\N,"RKSS_APP","RKRR_CTR"
"RKSW",\N,\N,\N,\N,\N,\N
"RKTE",\N,\N,\N,\N,\N,\N
"RKTH",\N,\N,\N,\N,\N,\N
"RKTI",\N,\N,\N,\N,\N,\N
"RKTN",\N,\N,\N,\N,\N,\N
"RKTP",\N,\N,\N,\N,\N,\N
"RKTU",\N,\N,\N,\N,\N,\N
"RKTY",\N,\N,\N,\N,\N,\N
"RKUC",\N,\N,\N,\N,\N,\N
"RKUL",\N,\N,\N,\N,\N,\N
"RO-0003",\N,\N,\N,\N,\N,\N
"RO-0004",\N,\N,\N,\N,\N,\N
"RO-0006",\N,\N,\N,\N,\N,\N
"RO-0107",\N,\N,\N,\N,\N,\N
"ROAH",\N,\N,\N,\N,\N,\N
"RODE",\N,\N,\N,\N,\N,\N
"RODN",\N,\N,\N,\N,\N,\N
"ROKJ",\N,\N,\N,\N,\N,\N
"ROMD",\N,\N,\N,\N,\N,\N
"ROMY",\N,\N,\N,\N,\N,\N
"RORK",\N,\N,\N,\N,\N,\N
"RORS",\N,\N,\N,\N,\N,\N
"RORT",\N,\N,\N,\N,\N,\N
"RORY",\N,\N,\N,\N,\N,\N
"ROTM",\N,\N,\N,\N,\N,\N
"ROYN",\N,\N,\N,\N,\N,\N
"RP16",\N,\N,\N,\N,\N,\N
"RPLB",\N,\N,\N,\N,\N,\N
"RPLC",\N,\N,\N,\N,\N,\N
"RPLI",\N,\N,\N,\N,\N,\N
"RPLJ",\N,\N,\N,\N,\N,\N
"RPLL","RPLL_DEL","RPLL_GND","RPLL_TWR",\N,"RPLL_APP","MNL_CTR"
"RPLS",\N,\N,\N,\N,\N,\N
"RPLV",\N,\N,\N,\N,\N,\N
"RPMC",\N,\N,\N,\N,\N,\N
"RPMD",\N,\N,"RPMD_TWR",\N,"RPMD_APP","MNL_CTR"
"RPME",\N,\N,\N,\N,\N,\N
"RPMG",\N,\N,\N,\N,\N,\N
"RPMI",\N,\N,\N,\N,\N,\N
"RPMJ",\N,\N,\N,\N,\N,\N
"RPML",\N,\N,\N,\N,\N,\N
"RPMN",\N,\N,\N,\N,\N,\N
"RPMP",\N,\N,\N,\N,\N,\N
"RPMR",\N,\N,\N,\N,\N,\N
"RPMS",\N,\N,\N,\N,\N,\N
"RPMW",\N,\N,\N,\N,\N,\N
"RPMY",\N,\N,\N,\N,\N,\N
"RPMZ",\N,\N,\N,\N,\N,\N
"RPUA",\N,\N,\N,\N,\N,\N
"RPUF",\N,\N,\N,\N,\N,\N
"RPUH",\N,\N,\N,\N,\N,\N
"RPUI",\N,\N,\N,\N,\N,\N
"RPUL",\N,\N,\N,\N,\N,\N
"RPUM",\N,\N,\N,\N,\N,\N
"RPUN",\N,\N,\N,\N,\N,\N
"RPUO",\N,\N,\N,\N,\N,\N
"RPUQ",\N,\N,\N,\N,\N,\N
"RPUS",\N,\N,\N,\N,\N,\N
"RPUT",\N,\N,\N,\N,\N,\N
"RPUV",\N,\N,\N,\N,\N,\N
"RPUW",\N,\N,\N,\N,\N,\N
"RPUX",\N,\N,\N,\N,\N,\N
"RPUY",\N,\N,\N,\N,\N,\N
"RPUZ",\N,\N,\N,\N,\N,\N
"RPVA",\N,\N,\N,\N,\N,\N
"RPVB",\N,\N,\N,\N,\N,\N
"RPVD",\N,\N,\N,\N,\N,\N
"RPVE",\N,\N,\N,\N,\N,\N
"RPVF",\N,\N,\N,\N,\N,\N
"RPVI",\N,\N,\N,\N,\N,\N
"RPVJ",\N,\N,\N,\N,\N,\N
"RPVK",\N,\N,\N,\N,\N,\N
"RPVM","RPVM_DEL","RPVM_GND","RPVM_TWR",\N,"RPVM_APP","MNL_CTR"
"RPVO",\N,\N,\N,\N,\N,\N
"RPVP",\N,\N,\N,\N,\N,\N
"RPVR",\N,\N,\N,\N,\N,\N
"RPVS",\N,\N,\N,\N,\N,\N
"RPVU",\N,\N,\N,\N,\N,\N
"RS-0003",\N,\N,\N,\N,\N,\N
"RU-0110",\N,\N,\N,\N,\N,\N
"RU-0177",\N,\N,\N,\N,\N,\N
"RU-0184",\N,\N,\N,\N,\N,\N
"RU-0195",\N,\N,\N,\N,\N,\N
"RU-0211",\N,\N,\N,\N,\N,\N
"RU-0218",\N,\N,\N,\N,\N,\N
"RU-0231",\N,\N,\N,\N,\N,\N
"RU-0301",\N,\N,\N,\N,\N,\N
"RU-0367",\N,\N,\N,\N,\N,\N
"RU-0408",\N,\N,\N,\N,\N,\N
"RU-0845",\N,\N,\N,\N,\N,\N
"RU-9991",\N,\N,\N,\N,\N,\N
"RU-9992",\N,\N,\N,\N,\N,\N
"S28",\N,\N,\N,\N,\N,\N
"SA16",\N,\N,\N,\N,\N,\N
"SA47",\N,\N,\N,\N,\N,\N
"SAAC",\N,\N,\N,\N,"SAAC_APP","SAEF_CTR"
"SAAG",\N,\N,\N,\N,\N,\N
"SAAP",\N,\N,\N,\N,\N,\N
"SAAR",\N,\N,\N,\N,\N,\N
"SAAV",\N,\N,"SAAV_TWR",\N,"SAAP_APP","SAEF_CTR"
"SABE",\N,"SABE_GND","SABE_TWR",\N,\N,"SAEF_CTR"
"SACA",\N,\N,\N,\N,\N,\N
"SACO",\N,\N,\N,\N,\N,\N
"SADF",\N,\N,\N,\N,\N,\N
"SADJ",\N,\N,\N,\N,\N,\N
"SADL",\N,\N,\N,\N,\N,\N
"SADM",\N,"SADM_GND","SAEZ_TWR",\N,\N,"SAEF_CTR"
"SADO",\N,\N,\N,\N,\N,\N
"SADP",\N,\N,\N,\N,\N,\N
"SADZ",\N,\N,\N,\N,\N,\N
"SAEZ","SAEZ_DEL","SAEZ_GND","SAEZ_TWR",\N,\N,"SAEF_CTR"
"SAHR",\N,\N,\N,\N,\N,\N
"SAME",\N,"SAME_GND","SAME_TWR",\N,"SAME_APP","SAMF_CTR"
"SAMM",\N,\N,\N,\N,"SAMM_APP","SAMF_CTR"
"SAMR",\N,\N,\N,\N,\N,\N
"SANC",\N,\N,\N,\N,\N,\N
"SANE",\N,\N,\N,\N,\N,\N
"SANL",\N,\N,\N,\N,"SANL_APP","SACF_CTR"
"SANT",\N,"SANT_GND","SANT_TWR",\N,"SANT_APP","SACF_CTR"
"SANU",\N,\N,\N,\N,"SANU_APP","SAMF_CTR"
"SAOC",\N,\N,\N,\N,"SAOC_APP","SACF_CTR"
"SAOD",\N,\N,\N,\N,\N,\N
"SAOM",\N,\N,\N,\N,\N,\N
"SAOR",\N,\N,\N,\N,"SAOR_APP","SAMF_CTR"
"SAOS",\N,\N,\N,\N,"SAOS_APP","SACF_CTR"
"SAOU",\N,\N,\N,\N,\N,\N
"SARC",\N,\N,\N,\N,\N,\N
"SARE",\N,"SARE_GND","SARE_TWR",\N,"SARE_APP","SARR_CTR"
"SARF",\N,\N,\N,\N,\N,\N
"SARI",\N,\N,\N,\N,\N,\N
"SARL",\N,\N,\N,\N,\N,\N
"SARM",\N,\N,\N,\N,\N,\N
"SARP",\N,\N,\N,\N,\N,\N
"SARS",\N,\N,\N,\N,\N,\N
"SASA",\N,\N,"SASA_TWR",\N,"SASA_APP","SACF_CTR"
"SASJ",\N,\N,\N,\N,\N,\N
"SASO",\N,\N,\N,\N,\N,\N
"SAST",\N,\N,\N,\N,\N,\N
"SATG",\N,\N,\N,\N,\N,\N
"SATR",\N,\N,\N,\N,\N,\N
"SATU",\N,\N,\N,\N,\N,\N
"SAVB",\N,\N,\N,\N,\N,\N
"SAVC",\N,\N,"SAVC_TWR",\N,"SAVC_APP","SAVF_CTR"
"SAVE",\N,\N,\N,\N,"SAVE_APP","SAVF_CTR"
"SAVJ",\N,\N,\N,\N,\N,\N
"SAVN",\N,\N,\N,\N,\N,\N
"SAVT",\N,\N,\N,\N,"SAVT_APP","SAVF_CTR"
"SAVV",\N,\N,\N,\N,\N,\N
"SAVY",\N,\N,\N,\N,\N,\N
"SAWB",\N,\N,\N,\N,\N,\N
"SAWC",\N,\N,"SAWC_TWR",\N,"SAWC_APP","SAVF_CTR"
"SAWD",\N,\N,\N,\N,\N,\N
"SAWE",\N,\N,\N,\N,\N,\N
"SAWG",\N,\N,"SAWG_TWR",\N,"SAWG_APP","SAVF_CTR"
"SAWH",\N,\N,\N,\N,"SAWH_APP","SAVF_CTR"
"SAWJ",\N,\N,\N,\N,\N,\N
"SAWP",\N,\N,\N,\N,\N,\N
"SAWU",\N,\N,\N,\N,\N,\N
"SAZB",\N,"SAZB_GND","SAZB_TWR",\N,"SAZB_APP","SAEF_CTR"
"SAZF",\N,\N,\N,\N,\N,\N
"SAZG",\N,\N,\N,\N,"SAZG_APP","SAEF_CTR"
"SAZL",\N,\N,\N,\N,\N,\N
"SAZM",\N,"SAZM_GND",\N,\N,"SAZM_APP","SAEF_CTR"
"SAZN",\N,\N,\N,\N,\N,\N
"SAZO",\N,\N,\N,\N,\N,\N
"SAZP",\N,\N,\N,\N,\N,\N
"SAZR",\N,\N,\N,\N,\N,\N
"SAZS",\N,"SAZS_GND",\N,\N,"SAZS_APP","SAEF_CTR"
"SAZT",\N,"SAZT_GND",\N,\N,"SAZT_APP","SAEF_CTR"
"SAZV",\N,\N,\N,\N,\N,\N
"SAZW",\N,\N,\N,\N,\N,\N
"SAZY",\N,\N,\N,\N,\N,\N
"SBAA",\N,\N,\N,\N,\N,\N
"SBAF",\N,\N,\N,\N,\N,\N
"SBAM",\N,\N,\N,\N,\N,\N
"SBAN",\N,\N,\N,\N,\N,\N
"SBAQ",\N,\N,\N,\N,\N,\N
"SBAR",\N,\N,"SBAR_TWR",\N,"SBXA_APP","SBRE_CTR"
"SBAT",\N,\N,\N,\N,\N,\N
"SBAU",\N,\N,\N,\N,\N,\N
"SBAX",\N,\N,\N,\N,\N,\N
"SBBE",\N,"SBBE_GND","SBBE_TWR",\N,"SBWB_APP","SBAZ_CTR"
"SBBG",\N,\N,\N,\N,\N,\N
"SBBH","SBBH_DEL","SBBH_GND","SBBH_TWR",\N,"SBWH_APP","SBBS_CTR"
"SBBI",\N,\N,\N,\N,\N,\N
"SBBQ",\N,\N,\N,\N,\N,\N
"SBBR","SBBR_DEL","SBBR_GND","SBBR_TWR",\N,"SBWR_APP","SBBS_CTR"
"SBBT",\N,\N,\N,\N,\N,\N
"SBBU",\N,\N,\N,\N,\N,\N
"SBBV",\N,"SBBV_GND","SBBV_TWR",\N,"SBWQ_APP","SBAZ_CTR"
"SBBW",\N,\N,\N,\N,\N,\N
"SBBZ",\N,\N,\N,\N,\N,\N
"SBCA",\N,\N,\N,\N,\N,\N
"SBCB",\N,\N,"SBCB_TWR",\N,"SBWE_APP","SBCW_CTR"
"SBCC",\N,\N,\N,\N,\N,\N
"SBCD",\N,\N,\N,\N,\N,\N
"SBCF","SBCF_DEL","SBCF_GND","SBCF_TWR",\N,"SBWH_APP","SBBS_CTR"
"SBCG",\N,"SBCG_GND","SBCG_TWR",\N,"SBWG_APP","SBCW_CTR"
"SBCH",\N,\N,\N,\N,\N,\N
"SBCI",\N,\N,\N,\N,\N,\N
"SBCJ",\N,\N,\N,\N,\N,\N
"SBCM",\N,\N,\N,\N,\N,\N
"SBCO",\N,\N,\N,\N,\N,\N
"SBCP",\N,\N,"SBCP_TWR",\N,"SBWE_APP","SBCW_CTR"
"SBCR",\N,\N,"SBCR_TWR",\N,\N,"SBCW_CTR"
"SBCT","SBCT_DEL","SBCT_GND","SBCT_TWR",\N,"SBWT_APP","SBCW_CTR"
"SBCV",\N,\N,\N,\N,\N,\N
"SBCX",\N,\N,\N,\N,\N,\N
"SBCY",\N,"SBCY_GND","SBCY_TWR",\N,"SBWY_APP","SBAZ_CTR"
"SBCZ",\N,\N,\N,\N,\N,\N
"SBDN",\N,\N,"SBDN_TWR",\N,"SBXG_APP","SBCW_CTR"
"SBEG",\N,"SBEG_GND","SBEG_TWR",\N,"SBWN_APP","SBAZ_CTR"
"SBEK",\N,\N,\N,\N,\N,\N
"SBES",\N,\N,\N,\N,\N,\N
"SBFI",\N,\N,"SBFI_TWR",\N,"SBWI_APP","SBCW_CTR"
"SBFL",\N,"SBFL_GND","SBFL_TWR",\N,"SBXF_APP","SBCW_CTR"
"SBFN",\N,\N,\N,\N,\N,\N
